loan_id,customer_id,origination_date,product_type,province,original_amount,interest_rate,credit_score,annual_income,loan_to_value,default_flag
L00000048,C00000048,2022-11-12 09:00:00,HELOC,AB,48739.868719456026,0.05998320137403544,686,76375.65188406922,0.6199916525829956,1
L00000049,C00000049,2022-11-12 10:00:00,Mortgage,SK,306665.053487599,0.04351382995922737,658,37926.15083280839,0.6808126000312112,1
L00000050,C00000050,2022-11-12 11:00:00,Credit Card,AB,243144.45882609545,0.024022366763122003,727,68732.13608447388,0.6324025023351805,0
L00000051,C00000051,2022-11-12 12:00:00,Auto,BC,7533.054047162273,0.05438832538376784,710,98678.36519246761,0.8431059780719391,0
L00000052,C00000052,2022-11-12 13:00:00,Credit Card,MB,826247.5945197435,0.04170229433263946,659,36175.49278265577,0.8197998171060238,0
L00000053,C00000053,2022-11-12 14:00:00,Auto,BC,5778.252731009552,0.04105388454994061,737,339000.5692251224,0.9112450783863593,0
L00000054,C00000054,2022-11-12 15:00:00,HELOC,QC,10905.533262152156,0.06126255516256614,775,114891.94363414482,0.2889768528082855,0
L00000055,C00000055,2022-11-12 16:00:00,Credit Card,BC,40429.641263332596,0.047818361515798144,637,57726.52087479584,0.963795403357072,1
L00000056,C00000056,2022-11-12 17:00:00,Mortgage,BC,1136550.1511724927,0.065125630686287,900,43955.28238757807,0.437539241478542,0
L00000057,C00000057,2022-11-12 18:00:00,Mortgage,AB,403111.61002115114,0.04389039336112274,577,35129.90597169072,0.9241796163117557,1
L00000058,C00000058,2022-11-12 19:00:00,Mortgage,QC,125614.79130032392,0.02905180312919376,631,132821.58060172727,0.8644808789168027,1
L00000059,C00000059,2022-11-12 20:00:00,Mortgage,ON,89291.08021059875,0.047680851571414794,718,55620.09433205544,0.5984906402918346,0
L00000060,C00000060,2022-11-12 21:00:00,Mortgage,ON,41594.689799117055,0.0770607508595218,879,20675.576873464768,0.6937860645819315,0
L00000061,C00000061,2022-11-12 22:00:00,Mortgage,ON,115056.97331399047,0.06809147774699349,654,17548.556250837213,0.8831294502566563,0
L00000062,C00000062,2022-11-12 23:00:00,Auto,QC,32021.016990300173,0.032344955304402005,614,52442.100669891835,0.9130377967415695,1
L00000063,C00000063,2022-11-13 00:00:00,Mortgage,ON,334098.35490590276,0.04347803009869656,743,53139.0436254971,0.5292156322769279,0
L00000064,C00000064,2022-11-13 01:00:00,Mortgage,ON,228686.58696263187,0.07566752571323226,680,28277.381932753862,0.5756820998564938,0
L00000065,C00000065,2022-11-13 02:00:00,HELOC,QC,1083803.7352908812,0.027421943523593992,753,19758.47727773738,0.8325033999431065,1
L00000066,C00000066,2022-11-13 03:00:00,Mortgage,QC,195854.54590193395,0.03523701451189616,694,15095.419952173668,0.7079319228341041,0
L00000067,C00000067,2022-11-13 04:00:00,Auto,AB,22760.607863295107,0.03573335875231378,631,31082.55341425296,0.4798645976087835,1
L00000068,C00000068,2022-11-13 05:00:00,Mortgage,BC,321321.3161668292,0.054255972539719005,887,39432.71840430233,0.6245703839958153,0
L00000069,C00000069,2022-11-13 06:00:00,Credit Card,MB,16650.122001300508,0.04464399918267936,463,74240.32471145214,0.3112126966190996,1
L00000070,C00000070,2022-11-13 07:00:00,Auto,SK,21968.18290674888,0.024792240439777992,845,45333.412602353485,0.5455192770630983,0
L00000071,C00000071,2022-11-13 08:00:00,Mortgage,AB,324409.1715499221,0.05775088727462514,774,92817.67250380086,0.6972375227674408,0
L00000072,C00000072,2022-11-13 09:00:00,Mortgage,QC,644017.267214612,0.025944671871209014,640,70477.08479579398,0.7072445858246835,0
L00000073,C00000073,2022-11-13 10:00:00,Auto,ON,217868.50757156534,0.05638489591874468,849,66698.51958339948,0.8052325774539537,0
L00000074,C00000074,2022-11-13 11:00:00,Auto,SK,23511.137570714807,0.050420502813561544,590,88216.49005372099,0.5055706126212302,0
L00000075,C00000075,2022-11-13 12:00:00,Auto,ON,630567.8864586898,0.049620119643518756,780,21332.420022294453,0.5728933156371941,0
L00000076,C00000076,2022-11-13 13:00:00,Auto,ON,311490.27682869806,0.02404977471795379,533,35534.29940795436,0.9283832198573988,1
L00000077,C00000077,2022-11-13 14:00:00,Mortgage,BC,483902.74247948907,0.05835322681301215,608,207077.5658703206,0.6259399837996609,1
L00000078,C00000078,2022-11-13 15:00:00,Mortgage,ON,240683.94829514893,0.045879215515359846,608,15619.317758610983,0.7080972329316524,0
L00000079,C00000079,2022-11-13 16:00:00,Mortgage,SK,218064.8986355655,0.04466636733714119,639,40999.88239061612,0.8039933477820973,0
L00000080,C00000080,2022-11-13 17:00:00,Auto,QC,11330.355904377904,0.0557870837851122,700,65230.94144908162,0.8524316714915606,0
L00000081,C00000081,2022-11-13 18:00:00,Auto,QC,13284.035791234468,0.05637488359679284,633,15896.238923004668,0.9219024578777696,1
L00000082,C00000082,2022-11-13 19:00:00,Mortgage,QC,553969.1838223678,0.02090199774571931,537,31206.815672625566,0.37967584259799175,1
L00000083,C00000083,2022-11-13 20:00:00,Mortgage,BC,317883.58451206837,0.0275135540721924,737,162364.29010115887,0.8494376609565886,0
L00000084,C00000084,2022-11-13 21:00:00,Mortgage,ON,176023.38985055042,0.03419109325068324,703,54299.17392292446,0.6921630815043611,0
L00000085,C00000085,2022-11-13 22:00:00,Mortgage,QC,84818.41081715668,0.060678640000758746,732,34728.93773845318,0.6729416394347963,0
L00000086,C00000086,2022-11-13 23:00:00,Auto,QC,1042382.8196484436,0.05460446762177644,713,55619.10839787979,0.669130457614302,0
L00000087,C00000087,2022-11-14 00:00:00,Auto,BC,59296.62141326078,0.06545774794308522,776,34689.239046855066,0.6098127920623789,0
L00000088,C00000088,2022-11-14 01:00:00,Auto,AB,1124657.7490004243,0.06443646833263142,693,136969.41761637104,0.938954314071189,0
L00000089,C00000089,2022-11-14 02:00:00,HELOC,ON,558048.9384651533,0.07119097215236904,781,27048.417832813262,0.9545150600470834,0
L00000090,C00000090,2022-11-14 03:00:00,Mortgage,ON,904426.6337368737,0.04260889167634484,637,35822.25752776249,0.7025797253285079,1
L00000091,C00000091,2022-11-14 04:00:00,Auto,ON,2940.0356436851193,0.04070383197099817,642,20023.602112247885,0.6830582329854277,0
L00000092,C00000092,2022-11-14 05:00:00,Auto,ON,43176.31770142105,0.06986092418320779,810,41057.668046899424,0.6481596293968139,0
L00000093,C00000093,2022-11-14 06:00:00,HELOC,AB,22766.986460702894,0.034256092032031074,808,44146.129163581616,0.6028017882533354,0
L00000094,C00000094,2022-11-14 07:00:00,Auto,AB,81614.19121001723,0.047670342420416414,745,100446.88892021863,0.5790721714747881,0
L00000095,C00000095,2022-11-14 08:00:00,HELOC,BC,68448.87740151948,0.031659539121334984,628,26634.46407519196,0.4962421491802717,0
L00000096,C00000096,2022-11-14 09:00:00,HELOC,QC,65809.96096801355,0.07483044452835282,622,65524.349771756024,0.7205753156760085,0
L00000097,C00000097,2022-11-14 10:00:00,HELOC,QC,131337.6953084268,0.04446818078579752,806,51639.196107278956,0.4801379066077564,0
L00000098,C00000098,2022-11-14 11:00:00,Mortgage,ON,659051.2957984159,0.0327492138938497,801,15748.447637446534,0.9249652882833386,0
L00000099,C00000099,2022-11-14 12:00:00,Mortgage,ON,156776.2921343568,0.06152080343413471,694,31723.708428766673,0.5746054236997264,0
L00000100,C00000100,2022-11-14 13:00:00,Mortgage,SK,308336.8956429088,0.03467868069262872,887,30975.841127031446,0.41897803015620944,0
L00000101,C00000101,2022-11-14 14:00:00,Auto,QC,80819.4796148743,0.07661021619021341,736,134567.82772266824,0.8348475124305195,0
L00000102,C00000102,2022-11-14 15:00:00,Mortgage,SK,494560.58502295846,0.04205702088856469,611,68011.77462311096,0.92165885252638,1
L00000103,C00000103,2022-11-14 16:00:00,HELOC,ON,9541.446142024452,0.05987844272611022,677,53466.05385547965,0.774021808690508,0
L00000104,C00000104,2022-11-14 17:00:00,Credit Card,QC,39263.84975600282,0.0407146958694448,700,3724.7887193192387,0.7916087472968677,0
L00000105,C00000105,2022-11-14 18:00:00,Mortgage,ON,677985.2468478518,0.06843473497960842,706,15600.189751365486,0.42532113066104854,0
L00000106,C00000106,2022-11-14 19:00:00,HELOC,ON,27683.629997016953,0.07381536446136655,800,75862.1244071484,0.5156675003880206,0
L00000107,C00000107,2022-11-14 20:00:00,Auto,QC,230900.98106313052,0.06727510156488717,623,78372.28808605977,0.7987183057057399,1
L00000108,C00000108,2022-11-14 21:00:00,Mortgage,ON,264251.6798991196,0.07090994112365119,593,31402.760357980227,0.5076019148026535,1
L00000109,C00000109,2022-11-14 22:00:00,Mortgage,ON,81361.54569227916,0.026112849676258158,748,49841.68327524937,0.7653739237035564,0
L00000110,C00000110,2022-11-14 23:00:00,Mortgage,ON,529102.2789873364,0.07544388062198398,659,47765.46131531803,0.8751101349700681,1
L00000111,C00000111,2022-11-15 00:00:00,Mortgage,ON,110481.75666614062,0.05745804373251681,893,54266.78112204241,0.7239626006846528,0
L00000112,C00000112,2022-11-15 01:00:00,Credit Card,QC,28604.914891070723,0.07215305192997198,775,39214.32059023365,0.7486436994130163,0
L00000113,C00000113,2022-11-15 02:00:00,Auto,BC,119380.13425514507,0.06106620585112492,657,79955.14338182134,0.7081225376423796,1
L00000114,C00000114,2022-11-15 03:00:00,Auto,ON,1159567.5036109677,0.032110860112622625,797,95193.39377115094,0.890135101464213,0
L00000115,C00000115,2022-11-15 04:00:00,Auto,ON,53517.94886775151,0.05657330609874059,758,27563.016521006874,0.7736742815706344,0
L00000116,C00000116,2022-11-15 05:00:00,Auto,ON,317454.89367268357,0.025456774383388458,750,23941.68643720902,0.5303698741405906,0
L00000117,C00000117,2022-11-15 06:00:00,Mortgage,QC,172033.7840541828,0.06174338181308951,690,30404.060915324233,0.7936280117367297,0
L00000118,C00000118,2022-11-15 07:00:00,Auto,ON,279508.3204149333,0.04454006846483437,733,50474.86715771796,0.6850908992922944,0
L00000119,C00000119,2022-11-15 08:00:00,HELOC,AB,58384.05063980237,0.029103990386012538,531,60680.56498718897,0.5734798346806289,1
L00000120,C00000120,2022-11-15 09:00:00,Auto,ON,156868.262305359,0.07875378895210484,805,78674.15669281031,0.7146935623683964,0
L00000121,C00000121,2022-11-15 10:00:00,Auto,ON,8681.348131619143,0.07406506545264087,425,87803.19176828672,0.6182333640635018,1
L00000122,C00000122,2022-11-15 11:00:00,Mortgage,MB,251087.81926415852,0.07361262280419523,664,60929.28237435259,0.8560789988656191,1
L00000123,C00000123,2022-11-15 12:00:00,Mortgage,QC,310085.3012693784,0.06732921838113518,572,56260.900934967765,0.5196367133800489,1
L00000124,C00000124,2022-11-15 13:00:00,Mortgage,ON,288424.8995862752,0.06151886750861106,659,131839.0717404141,0.6793347429006631,1
L00000125,C00000125,2022-11-15 14:00:00,HELOC,AB,17696.51893033359,0.059304768817534714,694,49168.08549055648,0.946318261186872,0
L00000126,C00000126,2022-11-15 15:00:00,Auto,BC,17305.590405410712,0.026365630262231318,604,69844.6031243269,0.8740496874215645,0
L00000127,C00000127,2022-11-15 16:00:00,Auto,AB,12507.935096766678,0.07403397411910724,478,59406.13530440749,0.6984985903499058,1
L00000128,C00000128,2022-11-15 17:00:00,Mortgage,QC,1356129.3907928595,0.07286770377827662,716,44182.68079893155,0.8253133874845862,0
L00000129,C00000129,2022-11-15 18:00:00,HELOC,QC,74156.43215653497,0.0648711575914912,866,44357.95500573846,0.90644941604163,0
L00000130,C00000130,2022-11-15 19:00:00,HELOC,SK,305632.43482460093,0.07563889754450735,671,108355.64011711365,0.8862813625752113,1
L00000131,C00000131,2022-11-15 20:00:00,Mortgage,ON,301096.31013923424,0.05318500708387952,776,46437.46353502309,0.728478306201644,0
L00000132,C00000132,2022-11-15 21:00:00,Mortgage,QC,124477.98349084436,0.04685854008305332,820,39671.90389183089,0.742154881433139,0
L00000133,C00000133,2022-11-15 22:00:00,Mortgage,BC,28188.742282820633,0.07807684412997672,547,31500.747693924215,0.5841278779313649,1
L00000134,C00000134,2022-11-15 23:00:00,Credit Card,ON,464163.956079693,0.04784787126785936,663,63165.98700182292,0.6894256557993936,0
L00000135,C00000135,2022-11-16 00:00:00,Mortgage,ON,221635.80626405688,0.05847946646402946,597,36051.98418551951,0.3810344239710704,1
L00000136,C00000136,2022-11-16 01:00:00,HELOC,ON,355538.1112166657,0.04238372881150634,635,59818.8850329336,0.9347615838502874,1
L00000137,C00000137,2022-11-16 02:00:00,Auto,QC,47833.359766677866,0.05817957356118367,836,54536.97789190425,0.7327522486022076,0
L00000138,C00000138,2022-11-16 03:00:00,Mortgage,QC,312052.3773372119,0.06320593973754127,717,37932.63827893227,0.7566878380124983,0
L00000139,C00000139,2022-11-16 04:00:00,Credit Card,QC,37991.162029992636,0.05747933151731302,763,21218.94011488021,0.4741159915789333,0
L00000140,C00000140,2022-11-16 05:00:00,Credit Card,ON,14015.586442987295,0.050873776472971866,696,26435.5616155505,0.7094418571409002,0
L00000141,C00000141,2022-11-16 06:00:00,Mortgage,BC,1265432.1305684967,0.03800664785751397,603,29053.001736108487,0.9264428535121548,0
L00000142,C00000142,2022-11-16 07:00:00,HELOC,MB,80933.94117315432,0.0586307405681734,754,26838.21337532101,0.47887087321908195,0
L00000143,C00000143,2022-11-16 08:00:00,Mortgage,BC,46744.83722065564,0.07450573371568177,800,64418.79351915849,0.7850527137185715,0
L00000144,C00000144,2022-11-16 09:00:00,Mortgage,QC,904200.8363987515,0.02041475547018004,725,175870.8517886453,0.2597182584996051,0
L00000145,C00000145,2022-11-16 10:00:00,Mortgage,AB,521352.40280157136,0.028035741645781424,739,36076.82440390869,0.816667180800594,0
L00000146,C00000146,2022-11-16 11:00:00,Auto,AB,24836.66820109356,0.027186389509991343,601,38926.68142552133,0.7456548845422389,0
L00000147,C00000147,2022-11-16 12:00:00,HELOC,QC,22637.832419869086,0.07539231817357124,756,34518.492417170186,0.5927514659999558,0
L00000148,C00000148,2022-11-16 13:00:00,Mortgage,MB,606689.7877882201,0.05976486133775688,807,82010.78618011155,0.5782475738438787,0
L00000149,C00000149,2022-11-16 14:00:00,Mortgage,BC,364961.26385761774,0.07710728638820903,732,63310.9840158484,0.5720022928660298,0
L00000150,C00000150,2022-11-16 15:00:00,Credit Card,MB,476016.1171837268,0.0549687963927457,556,48534.178821944806,0.8804433184483996,1
L00000151,C00000151,2022-11-16 16:00:00,Mortgage,ON,68849.45832541735,0.04770397382955522,830,23674.010439194488,0.6162552988684881,0
L00000152,C00000152,2022-11-16 17:00:00,Mortgage,ON,73285.44023557162,0.06754057470886174,624,27428.628861229146,0.7391986083744838,0
L00000153,C00000153,2022-11-16 18:00:00,HELOC,ON,28499.29721313766,0.029656536048513475,731,54457.51554284614,0.9644243418843642,0
L00000154,C00000154,2022-11-16 19:00:00,Credit Card,AB,14132.773594727243,0.042880286979039284,776,56048.48363002703,0.9492761706333193,0
L00000155,C00000155,2022-11-16 20:00:00,Mortgage,BC,137304.84184094978,0.04797645443205342,786,48549.2693814555,0.6565519141645663,0
L00000156,C00000156,2022-11-16 21:00:00,Auto,ON,47785.49643474687,0.037907503670727094,555,73054.15368099084,0.7051867480403121,1
L00000157,C00000157,2022-11-16 22:00:00,Auto,ON,24022.958502940033,0.04227713674450871,709,23539.934026900886,0.7573465593893591,1
L00000158,C00000158,2022-11-16 23:00:00,Mortgage,MB,597837.5366529913,0.024686311215465096,704,58815.10133253522,0.8206668971045821,0
L00000159,C00000159,2022-11-17 00:00:00,Auto,AB,56259.09782491415,0.031879015366973476,815,56885.27465761052,0.6868690797512456,0
L00000160,C00000160,2022-11-17 01:00:00,Mortgage,QC,280850.4462217363,0.0401298032198557,736,27590.76705643755,0.7868485442279316,0
L00000161,C00000161,2022-11-17 02:00:00,Auto,QC,168134.67187372438,0.06775342599398806,815,34100.25587941204,0.6104617613579002,0
L00000162,C00000162,2022-11-17 03:00:00,Auto,BC,162374.24062412616,0.030949841290571833,743,74300.85108966664,0.7879373294170733,0
L00000163,C00000163,2022-11-17 04:00:00,HELOC,BC,312137.69767556596,0.040798422439053475,694,24756.54088120304,0.2970397988567245,0
L00000164,C00000164,2022-11-17 05:00:00,Mortgage,MB,261587.88117989103,0.02389521729181611,715,214971.90882646368,0.9660651644847886,1
L00000165,C00000165,2022-11-17 06:00:00,Auto,ON,109271.12537486522,0.053426260689596355,821,68422.49751265839,0.5668706959624933,0
L00000166,C00000166,2022-11-17 07:00:00,Mortgage,BC,361650.71050931,0.056675053288455665,596,47363.0616413207,0.6473254809067588,1
L00000167,C00000167,2022-11-17 08:00:00,Mortgage,ON,485827.5516264006,0.07193098780773001,772,42138.14217342963,0.5404082304189742,0
L00000168,C00000168,2022-11-17 09:00:00,Mortgage,BC,182015.03401098677,0.06914695991011784,649,78662.42695010193,0.6316783527263973,0
L00000169,C00000169,2022-11-17 10:00:00,HELOC,BC,297466.6718216219,0.03712267728103283,632,38299.42955920153,0.6095093723167586,1
L00000170,C00000170,2022-11-17 11:00:00,Auto,QC,34252.76155024594,0.028217221351391583,781,39254.06344814974,0.8261925268556998,0
L00000171,C00000171,2022-11-17 12:00:00,Mortgage,ON,206973.28258288009,0.029364990932624225,629,117190.13320029015,0.5852890588424243,1
L00000172,C00000172,2022-11-17 13:00:00,HELOC,QC,136396.01020681305,0.07813783658242666,730,36940.53006796125,0.8741460636502826,0
L00000173,C00000173,2022-11-17 14:00:00,Mortgage,ON,188625.2965942258,0.060393548840441444,660,53191.2298397218,0.8503069456363926,1
L00000174,C00000174,2022-11-17 15:00:00,Auto,ON,341148.3287498316,0.02255424726819436,511,31066.108789716807,0.9163856506934174,1
L00000175,C00000175,2022-11-17 16:00:00,Mortgage,ON,182121.86362626255,0.028206755302705673,738,57263.81981835267,0.47515669902937624,0
L00000176,C00000176,2022-11-17 17:00:00,Auto,AB,14781.932209683338,0.04914800390605734,710,69450.4384032269,0.7534524809683856,0
L00000177,C00000177,2022-11-17 18:00:00,Mortgage,BC,167599.63359729698,0.03246972825758719,547,134556.2095396755,0.8655296825505849,1
L00000178,C00000178,2022-11-17 19:00:00,Credit Card,QC,88363.85055607001,0.06821953910000113,644,27933.743068459797,0.6314636608313894,1
L00000179,C00000179,2022-11-17 20:00:00,Mortgage,QC,601329.5061455582,0.054393027054161894,555,20563.55220830067,0.8642534700917974,1
L00000180,C00000180,2022-11-17 21:00:00,Mortgage,QC,649808.1568436307,0.0567579324673579,758,41769.66501594977,0.6171888758711291,0
L00000181,C00000181,2022-11-17 22:00:00,Mortgage,BC,482333.9927378533,0.047769532882952714,811,33851.263550924676,0.6198393738854254,0
L00000182,C00000182,2022-11-17 23:00:00,Credit Card,BC,130081.06877553335,0.03536376652557893,767,48568.56436622074,0.4598434139789683,0
L00000183,C00000183,2022-11-18 00:00:00,Auto,ON,153869.06160996208,0.055364216792152796,779,67049.94011157352,0.6709110724768321,0
L00000184,C00000184,2022-11-18 01:00:00,Mortgage,QC,86094.36296853893,0.0630182027696439,658,190806.25977326365,0.8946686966569938,0
L00000185,C00000185,2022-11-18 02:00:00,Auto,BC,209221.93507789783,0.04225688465781001,743,37388.13868524286,0.9487051529013063,0
L00000186,C00000186,2022-11-18 03:00:00,Auto,AB,235089.2222822223,0.05029661783707012,699,13013.69817517685,0.8007040572076505,0
L00000187,C00000187,2022-11-18 04:00:00,HELOC,MB,21956.810458310614,0.070381038228322,714,42498.072897464255,0.5032413209273079,0
L00000188,C00000188,2022-11-18 05:00:00,HELOC,ON,7147.477601786029,0.02892090570934762,776,60495.03646992997,0.9477853884155857,0
L00000189,C00000189,2022-11-18 06:00:00,Mortgage,ON,206064.167479586,0.052713465156446024,794,27397.897502970078,0.4408251544922742,0
L00000190,C00000190,2022-11-18 07:00:00,Mortgage,QC,110329.62067277425,0.040904759709753685,668,56399.155938727825,0.7418854407187961,0
L00000191,C00000191,2022-11-18 08:00:00,Auto,ON,75208.81070887638,0.06216768549303382,587,53235.935211853895,0.787446435504637,1
L00000192,C00000192,2022-11-18 09:00:00,Credit Card,ON,30611.54005476444,0.02112861458974368,685,57291.700334954585,0.8561972959370524,1
L00000193,C00000193,2022-11-18 10:00:00,Auto,MB,372502.0485252903,0.06022839798819132,682,78809.84246923009,0.7333722869986956,1
L00000194,C00000194,2022-11-18 11:00:00,Mortgage,ON,252234.57599794434,0.026173864040971245,722,46647.995171745984,0.6404087059986323,0
L00000195,C00000195,2022-11-18 12:00:00,Mortgage,MB,400138.30273768585,0.02388606517961948,766,68085.70743031595,0.8666632910854927,0
L00000196,C00000196,2022-11-18 13:00:00,Auto,QC,27686.10200116453,0.06347739805751677,546,16657.62438576682,0.9539389151114949,1
L00000197,C00000197,2022-11-18 14:00:00,Auto,AB,268333.66602845426,0.05842052917424441,646,27517.36186323568,0.8685128232673183,1
L00000198,C00000198,2022-11-18 15:00:00,Auto,ON,1316532.9890553928,0.07369615585355953,622,39937.83508998949,0.6201671281441552,1
L00000199,C00000199,2022-11-18 16:00:00,Auto,ON,12063.375127559457,0.05117929734803871,800,26820.51921755122,0.8888838600047381,0
